,NumberOfInstances,LogNumberOfInstances,NumberOfClasses,NumberOfFeatures,LogNumberOfFeatures,NumberOfInstancesWithMissingValues,PercentageOfInstancesWithMissingValues,NumberOfFeaturesWithMissingValues,PercentageOfFeaturesWithMissingValues,NumberOfMissingValues,PercentageOfMissingValues,NumberOfNumericFeatures,NumberOfCategoricalFeatures,RatioNumericalToNominal,RatioNominalToNumerical,DatasetRatio,LogDatasetRatio,InverseDatasetRatio,LogInverseDatasetRatio,ClassProbabilityMin,ClassProbabilityMax,ClassProbabilityMean,ClassProbabilitySTD,SymbolsMin,SymbolsMax,SymbolsMean,SymbolsSTD,SymbolsSum,KurtosisMin,KurtosisMax,KurtosisMean,KurtosisSTD,SkewnessMin,SkewnessMax,SkewnessMean,SkewnessSTD,ClassEntropy
872,506.0,6.226536669287466,2.0,13.0,2.5649493574615367,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,3.6666666666666665,0.2727272727272727,0.025691699604743084,-3.6615873118259286,38.92307692307692,3.6615873118259286,0.41304347826086957,0.5869565217391305,0.5,0.08695652173913046,2.0,9.0,5.5,3.5,11.0,-1.2332184715629375,36.75278626142281,4.269925159176429,10.552289403138204,-2.8817983452627716,5.207652387859715,0.6501827132658003,1.901025814928482,0.978070970973496
873,250.0,5.521460917862246,2.0,50.0,3.912023005428146,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,50.0,0.02,0.2,-1.6094379124341003,5.0,1.6094379124341003,0.432,0.568,0.5,0.06799999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9866165198488093
874,50.0,3.912023005428146,2.0,5.0,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,0.2,0.1,-2.3025850929940455,10.0,2.302585092994046,0.42,0.58,0.5,0.07999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9814538950336537
876,100.0,4.605170185988092,2.0,50.0,3.912023005428146,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,50.0,0.02,0.5,-0.6931471805599453,2.0,0.6931471805599453,0.44,0.56,0.5,0.060000000000000026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9895875212220555
877,250.0,5.521460917862246,2.0,50.0,3.912023005428146,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,50.0,0.02,0.2,-1.6094379124341003,5.0,1.6094379124341003,0.452,0.548,0.5,0.048000000000000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9933418121880537
878,100.0,4.605170185988092,2.0,10.0,2.302585092994046,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,10.0,0.1,0.1,-2.3025850929940455,10.0,2.302585092994046,0.47,0.53,0.5,0.030000000000000027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9974015885677396
879,500.0,6.214608098422191,2.0,25.0,3.2188758248682006,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,25.0,0.04,0.05,-2.995732273553991,20.0,2.995732273553991,0.392,0.608,0.5,0.10799999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9660780975952254
880,284.0,5.648974238161206,2.0,10.0,2.302585092994046,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,10.0,0.1,0.035211267605633804,-3.3463891451671604,28.4,3.3463891451671604,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
881,40768.0,10.615652738931836,2.0,10.0,2.302585092994046,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,1.75,0.5714285714285714,0.0002452904238618524,-8.313067645937789,4076.8,8.313067645937789,0.4034291601255887,0.5965708398744113,0.5,0.09657083987441129,2.0,3.0,2.3333333333333335,0.4714045207910317,7.0,-1.205463060409112,-0.588484520907818,-1.0763385745812142,0.21736511222321125,-0.32138522980642514,0.9737291487190036,0.0926104356760105,0.37635333952066413,0.9729212144264806
882,60.0,4.0943445622221,2.0,15.0,2.70805020110221,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,15.0,0.06666666666666667,0.25,-1.3862943611198906,4.0,1.3862943611198906,0.48333333333333334,0.5166666666666667,0.5,0.01666666666666669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9991983542636397
884,500.0,6.214608098422191,2.0,5.0,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,0.2,0.01,-4.605170185988091,100.0,4.605170185988092,0.498,0.502,0.5,0.0020000000000000018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999884584088952
885,131.0,4.875197323201151,2.0,3.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.3333333333333333,0.022900763358778626,-3.776585034533042,43.666666666666664,3.7765850345330416,0.366412213740458,0.6335877862595419,0.5,0.13358778625954196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9478774073663798
886,500.0,6.214608098422191,2.0,7.0,1.9459101490553132,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,7.0,0.14285714285714285,0.014,-4.268697949366879,71.42857142857143,4.268697949366879,0.498,0.502,0.5,0.0020000000000000018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999884584088952
887,61.0,4.110873864173311,2.0,2.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.5,2.0,0.03278688524590164,-3.417726683613366,30.5,3.417726683613366,0.47540983606557374,0.5245901639344263,0.5,0.024590163934426257,2.0,2.0,2.0,0.0,2.0,0.019067954571031276,0.019067954571031276,0.019067954571031276,0.0,0.05169880106383711,0.05169880106383711,0.05169880106383711,0.0,0.9982545693874834
888,500.0,6.214608098422191,2.0,50.0,3.912023005428146,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,50.0,0.02,0.1,-2.3025850929940455,10.0,2.302585092994046,0.488,0.512,0.5,0.01200000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9995844639313985
889,100.0,4.605170185988092,2.0,25.0,3.2188758248682006,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,25.0,0.04,0.25,-1.3862943611198906,4.0,1.3862943611198906,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
890,108.0,4.68213122712422,2.0,7.0,1.9459101490553132,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,3.0,0.3333333333333333,0.06481481481481481,-2.7362210780689065,15.428571428571429,2.7362210780689065,0.2962962962962963,0.7037037037037037,0.5,0.20370370370370372,2.0,2.0,2.0,0.0,2.0,-1.0273551358576334,7.960644605974096,2.3337613135040853,3.0584342348565077,-0.04526244514890642,2.1684548148005516,1.20344380531262,0.717514424499338,0.876716288999464
891,93.0,4.532599493153256,2.0,6.0,1.791759469228055,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.3333333333333333,0.75,0.06451612903225806,-2.740840023925201,15.5,2.740840023925201,0.3870967741935484,0.6129032258064516,0.5,0.11290322580645162,2.0,5.0,3.5,1.5,7.0,-1.184472865541331,1.1727588389909807,-0.0809397992870301,1.0788106490448586,-0.1914355073697964,0.9989385169397089,0.4411796121279536,0.42969228594948927,0.9629004147713268
892,50.0,3.912023005428146,2.0,7.0,1.9459101490553132,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,3.0,0.3333333333333333,0.14,-1.9661128563728327,7.142857142857143,1.9661128563728327,0.48,0.52,0.5,0.020000000000000018,50.0,50.0,50.0,0.0,50.0,-1.4071168577218816,5.740391662027898,0.938548237541986,2.419958058128541,-1.1070287008757809,1.7136785755162633,0.0558420007020232,0.90097471885563,0.9988455359952018
893,73.0,4.290459441148391,2.0,5.0,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,0.2,0.0684931506849315,-2.681021528714291,14.6,2.681021528714291,0.4520547945205479,0.547945205479452,0.5,0.04794520547945205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9933570282728468
894,66.0,4.189654742026425,2.0,5.0,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,0.2,0.07575757575757576,-2.580216829592325,13.2,2.580216829592325,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
895,222.0,5.402677381872279,2.0,2.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.5,0.009009009009009009,-4.709530201312334,111.0,4.709530201312334,0.3963963963963964,0.6036036036036037,0.5,0.10360360360360363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9688035512085579
896,500.0,6.214608098422191,2.0,25.0,3.2188758248682006,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,25.0,0.04,0.05,-2.995732273553991,20.0,2.995732273553991,0.44,0.56,0.5,0.060000000000000026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9895875212220555
1559,106.0,4.663439094112067,4.0,9.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,9.0,0.1111111111111111,0.08490566037735849,-2.466214516775848,11.777777777777779,2.466214516775848,0.1320754716981132,0.46226415094339623,0.25,0.1259531124794216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.833864673819556
900,400.0,5.991464547107982,2.0,6.0,1.791759469228055,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,6.0,0.16666666666666666,0.015,-4.199705077879927,66.66666666666667,4.199705077879927,0.4125,0.5875,0.5,0.08750000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9777945702913884
1558,4521.0,8.416488487294606,2.0,16.0,2.772588722239781,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,0.7,1.4285714285714286,0.0035390400353904005,-5.643899765054824,282.5625,5.643899765054824,0.11523999115239991,0.8847600088476001,0.5,0.3847600088476001,2.0,12.0,4.888888888888889,3.871389197818744,44.0,-1.0397085956272847,88.29128025001411,28.160486463040154,30.568433441798774,0.0945955058699554,6.5942417478272635,3.3559179608600265,2.3049944183190543,0.5155217894467283
902,147.0,4.990432586778736,2.0,6.0,1.791759469228055,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.4,2.5,0.04081632653061224,-3.1986731175506815,24.5,3.1986731175506815,0.46938775510204084,0.5306122448979592,0.5,0.03061224489795919,2.0,2.0,2.0,0.0,8.0,-0.5180195133243788,-0.23296248713361,-0.3754910002289944,0.1425285130953844,-0.8352360328259342,-0.6894208562120634,-0.7623284445189988,0.07290758830693539,0.9972943816462349
903,1000.0,6.907755278982137,2.0,25.0,3.2188758248682006,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,25.0,0.04,0.025,-3.6888794541139363,40.0,3.6888794541139363,0.437,0.563,0.5,0.06299999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9885173903891564
904,1000.0,6.907755278982137,2.0,50.0,3.912023005428146,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,50.0,0.02,0.05,-2.995732273553991,20.0,2.995732273553991,0.49,0.51,0.5,0.010000000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99971144175281
905,39.0,3.6635616461296463,2.0,3.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.07692307692307693,-2.5649493574615367,13.0,2.5649493574615367,0.3076923076923077,0.6923076923076923,0.5,0.1923076923076923,39.0,39.0,39.0,0.0,39.0,12.902949749139022,30.724500697475385,21.813725223307202,8.910775474168181,3.611349860002718,5.59767570440646,4.604512782204589,0.993162922201871,0.8904916402194913
906,400.0,5.991464547107982,2.0,7.0,1.9459101490553132,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,7.0,0.14285714285714285,0.0175,-4.045554398052668,57.142857142857146,4.045554398052669,0.4825,0.5175,0.5,0.017499999999999988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9991161687869753
907,400.0,5.991464547107982,2.0,7.0,1.9459101490553132,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,7.0,0.14285714285714285,0.0175,-4.045554398052668,57.142857142857146,4.045554398052669,0.485,0.515,0.5,0.015000000000000013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9993506898146104
908,400.0,5.991464547107982,2.0,7.0,1.9459101490553132,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,7.0,0.14285714285714285,0.0175,-4.045554398052668,57.142857142857146,4.045554398052669,0.48,0.52,0.5,0.020000000000000018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9988455359952018
909,400.0,5.991464547107982,2.0,7.0,1.9459101490553132,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,7.0,0.14285714285714285,0.0175,-4.045554398052668,57.142857142857146,4.045554398052669,0.4925,0.5075,0.5,0.007499999999999979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9998376907209824
910,1000.0,6.907755278982137,2.0,10.0,2.302585092994046,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,10.0,0.1,0.01,-4.605170185988091,100.0,4.605170185988092,0.436,0.564,0.5,0.06399999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9881489563064276
911,250.0,5.521460917862246,2.0,5.0,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,0.2,0.02,-3.912023005428146,50.0,3.912023005428146,0.44,0.56,0.5,0.060000000000000026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9895875212220555
912,1000.0,6.907755278982137,2.0,5.0,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,0.2,0.005,-5.298317366548036,200.0,5.298317366548036,0.416,0.584,0.5,0.08399999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9795438195294628
913,1000.0,6.907755278982137,2.0,10.0,2.302585092994046,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,10.0,0.1,0.01,-4.605170185988091,100.0,4.605170185988092,0.42,0.58,0.5,0.07999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9814538950336537
914,2001.0,7.601402334583733,2.0,2.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.5,0.0009995002498750624,-6.908255154023788,1000.5,6.908255154023788,0.24087956021989004,0.7591204397801099,0.5,0.2591204397801099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7964999003057881
915,315.0,5.752572638825633,2.0,13.0,2.5649493574615367,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,2.5,0.4,0.04126984126984127,-3.1876232813640963,24.23076923076923,3.1876232813640963,0.4222222222222222,0.5777777777777777,0.5,0.07777777777777775,2.0,3.0,2.6666666666666665,0.4714045207910317,8.0,-0.8767696832699503,217.81506388614636,29.237198051217025,63.784410332949506,0.2975520024514275,13.757134658078,3.0493985563619415,3.754431865065273,0.9824740868386409
916,100.0,4.605170185988092,2.0,5.0,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,0.2,0.05,-2.995732273553991,20.0,2.995732273553991,0.44,0.56,0.5,0.060000000000000026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9895875212220555
917,1000.0,6.907755278982137,2.0,25.0,3.2188758248682006,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,25.0,0.04,0.025,-3.6888794541139363,40.0,3.6888794541139363,0.454,0.546,0.5,0.04600000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9938858724897722
918,250.0,5.521460917862246,2.0,50.0,3.912023005428146,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,50.0,0.02,0.2,-1.6094379124341003,5.0,1.6094379124341003,0.46,0.54,0.5,0.04000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9953784388202258
919,40.0,3.6888794541139363,2.0,2.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.5,0.05,-2.995732273553991,20.0,2.995732273553991,0.475,0.525,0.5,0.025000000000000022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99819587904281
920,500.0,6.214608098422191,2.0,50.0,3.912023005428146,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,50.0,0.02,0.1,-2.3025850929940455,10.0,2.302585092994046,0.41,0.59,0.5,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9765004687578241
921,132.0,4.882801922586371,2.0,3.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.022727272727272728,-3.784189633918261,44.0,3.784189633918261,0.3484848484848485,0.6515151515151515,0.5,0.1515151515151515,3.0,3.0,3.0,0.0,3.0,-1.2012403100775193,1.8889525428256224,0.34385611637405156,1.545096426451571,0.0,1.5477209856948089,0.7738604928474044,0.7738604928474044,0.9327076126690367
922,100.0,4.605170185988092,2.0,50.0,3.912023005428146,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,50.0,0.02,0.5,-0.6931471805599453,2.0,0.6931471805599453,0.42,0.58,0.5,0.07999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9814538950336537
923,8641.0,9.0642735958414,2.0,4.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.5,0.6666666666666666,0.0004629093854877908,-7.677979234721509,2160.25,7.677979234721509,0.44994792269413264,0.5500520773058674,0.5,0.05005207730586736,2.0,2.0,2.0,0.0,2.0,-1.264474955856595,-0.007978226761529594,-0.7891586436416493,0.5566930006437546,0.0181745737948021,0.5614977258124979,0.25588059438484206,0.22694926174662955,0.992759369358745
924,130.0,4.867534450455582,2.0,3.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.023076923076923078,-3.7689221617874726,43.333333333333336,3.7689221617874726,0.5,0.5,0.5,0.0,130.0,130.0,130.0,0.0,130.0,-1.2568973078570966,-1.200142020237884,-1.2285196640474902,0.02837764380960628,-0.34633249679584993,0.0,-0.17316624839792497,0.17316624839792497,1.0
925,323.0,5.777652323222656,2.0,4.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,0.25,0.01238390092879257,-4.391357962102766,80.75,4.391357962102766,0.4582043343653251,0.541795665634675,0.5,0.04179566563467493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9949536900383766
926,500.0,6.214608098422191,2.0,25.0,3.2188758248682006,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,25.0,0.04,0.05,-2.995732273553991,20.0,2.995732273553991,0.49,0.51,0.5,0.010000000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99971144175281
927,42.0,3.7376696182833684,2.0,16.0,2.772588722239781,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,16.0,0.0625,0.38095238095238093,-0.9650808960435872,2.625,0.965080896043587,0.40476190476190477,0.5952380952380952,0.5,0.09523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9736680645496202
928,46.0,3.828641396489095,2.0,4.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.5,0.6666666666666666,0.08695652173913043,-2.4423470353692043,11.5,2.4423470353692043,0.45652173913043476,0.5434782608695652,0.5,0.043478260869565216,2.0,2.0,2.0,0.0,2.0,-1.2942085513684023,-0.737530699564299,-1.0776246675685837,0.2434661007853777,0.0,0.5487435381612805,0.19517498267654146,0.2504612552853229,0.9945386816500111
929,70.0,4.248495242049359,2.0,4.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,0.25,0.05714285714285714,-2.8622008809294686,17.5,2.8622008809294686,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1535,9989.0,9.20923976653215,5.0,3.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.3333333333333333,0.00030033036339973974,-8.11062747786404,3329.6666666666665,8.11062747786404,0.002602863149464411,0.9609570527580339,0.20000000000000004,0.38053040594091625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30232274340463156
931,662.0,6.495265555937008,2.0,3.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.3333333333333333,0.004531722054380665,-5.396653267268898,220.66666666666666,5.396653267268898,0.4743202416918429,0.525679758308157,0.5,0.02567975830815708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9980963921435798
932,100.0,4.605170185988092,2.0,50.0,3.912023005428146,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,50.0,0.02,0.5,-0.6931471805599453,2.0,0.6931471805599453,0.44,0.56,0.5,0.060000000000000026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9895875212220555
933,250.0,5.521460917862246,2.0,25.0,3.2188758248682006,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,25.0,0.04,0.1,-2.3025850929940455,10.0,2.302585092994046,0.456,0.544,0.5,0.04400000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99440665256278
934,1156.0,7.052721049232323,2.0,5.0,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.2,5.0,0.004325259515570935,-5.443283136798223,231.2,5.443283136798223,0.22145328719723184,0.7785467128027682,0.5,0.2785467128027682,2.0,17.0,9.5,7.5,38.0,81.51782775416841,81.51782775416841,81.51782775416841,0.0,7.184373916992253,7.184373916992253,7.184373916992253,0.0,0.7628122983351654
935,250.0,5.521460917862246,2.0,10.0,2.302585092994046,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,10.0,0.1,0.04,-3.2188758248682006,25.0,3.2188758248682006,0.44,0.56,0.5,0.060000000000000026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9895875212220555
936,500.0,6.214608098422191,2.0,10.0,2.302585092994046,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,10.0,0.1,0.02,-3.912023005428146,50.0,3.912023005428146,0.456,0.544,0.5,0.04400000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99440665256278
937,500.0,6.214608098422191,2.0,50.0,3.912023005428146,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,50.0,0.02,0.1,-2.3025850929940455,10.0,2.302585092994046,0.436,0.564,0.5,0.06399999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9881489563064276
938,42.0,3.7376696182833684,2.0,10.0,2.302585092994046,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,2.6666666666666665,0.375,0.23809523809523808,-1.4350845252893227,4.2,1.4350845252893227,0.4523809523809524,0.5476190476190477,0.5,0.047619047619047644,26.0,42.0,34.0,8.0,68.0,-0.4594979645269568,28.569726604988908,6.640947614136098,9.276919671576254,0.7204179423492749,5.252569518289138,2.1100970912520567,1.4524786366845408,0.9934472383802027
1519,117.0,4.762173934797756,3.0,90.0,4.499809670330265,0.0,0.0,0.0,0.0,0.0,0.0,90.0,1.0,90.0,0.011111111111111112,0.7692307692307693,-0.262364264467491,1.3,0.26236426446749106,0.1794871794871795,0.6153846153846154,0.3333333333333333,0.19971489650509272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3446180016388902
1520,164.0,5.099866427824199,5.0,90.0,4.499809670330265,0.0,0.0,0.0,0.0,0.0,0.0,90.0,1.0,90.0,0.011111111111111112,0.5487804878048781,-0.6000567574939333,1.8222222222222222,0.6000567574939334,0.12804878048780488,0.2865853658536585,0.2,0.06446134286050005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2481483554072255
941,189.0,5.241747015059643,2.0,9.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.25,4.0,0.047619047619047616,-3.044522437723423,21.0,3.044522437723423,0.47619047619047616,0.5238095238095238,0.5,0.023809523809523836,2.0,6.0,3.0,1.4142135623730951,21.0,0.5684419573299886,2.3091809099496032,1.438811433639796,0.8703694763098073,0.7164391382386248,1.3908551377401313,1.053647137989378,0.3372079997507532,0.998363672593813
942,50.0,3.912023005428146,2.0,4.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.6666666666666666,1.5,0.08,-2.5257286443082556,12.5,2.5257286443082556,0.48,0.52,0.5,0.020000000000000018,9.0,50.0,29.5,20.5,59.0,-1.310419919601827,0.3544307214495652,-0.47799459907613084,0.8324253205256961,-0.1144696220787214,-0.04037072751298174,-0.07742017479585157,0.037049447282869824,0.9988455359952018
943,500.0,6.214608098422191,2.0,10.0,2.302585092994046,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,10.0,0.1,0.02,-3.912023005428146,50.0,3.912023005428146,0.482,0.518,0.5,0.018000000000000016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9990649315776106
